Fecha y Hora,Producto,Cantidad,Precio Unitario,Método de Pago
2023-05-24 18:40:23.046497,Jugo de Naranja,4,12.34,Efectivo
2023-08-09 06:59:43.961968,Capuchino,2,4.69,Tarjeta de Crédito
2023-11-05 12:15:20.542200,Capuchino,2,11.37,Tarjeta de Crédito
2023-06-21 22:51:17.781096,Café Latte,3,8.09,Pago Móvil
2023-08-26 00:49:05.404417,Muffin,4,9.81,Tarjeta de Crédito
2023-06-17 22:02:10.849544,Mocaccino,1,3.75,Efectivo
2023-01-05 07:26:22.199111,Sandwich de Jamón y Queso,3,4.5,Pago Móvil
2023-02-21 02:02:07.760811,Té Negro,2,11.34,Tarjeta de Débito
2023-12-28 17:00:06.498857,Café Americano,2,9.71,Tarjeta de Crédito
2023-07-13 23:53:54.470070,Café Latte,2,12.99,Pago Móvil
2023-03-17 09:01:52.415073,Croissant,2,14.21,Pago Móvil
2023-04-04 09:38:29.001179,Brownie,3,11.08,Efectivo
2023-03-13 00:49:38.252614,Té Negro,3,7.62,Tarjeta de Débito
2023-07-20 04:42:58.354418,Croissant,3,4.6,Efectivo
2023-09-18 10:42:41.406899,Café Latte,3,11.31,Efectivo
2023-12-16 01:50:06.706571,Chocolate Caliente,4,12.86,Tarjeta de Débito
2023-08-05 02:30:58.725454,Té Verde,2,8.99,Tarjeta de Débito
2023-03-15 16:21:49.964328,Té Verde,4,9.36,Efectivo
2023-11-29 15:53:37.052640,Brownie,1,8.18,Tarjeta de Crédito
2023-01-04 06:13:13.692986,Galleta,3,4.62,Tarjeta de Crédito
2023-11-20 10:34:24.703431,Croissant,4,6.67,Tarjeta de Débito
2023-10-06 08:53:01.456540,Café Latte,3,7.44,Tarjeta de Débito
2023-10-04 23:20:04.348468,Capuchino,3,6.09,Efectivo
2023-08-28 14:50:10.947929,Mocaccino,2,7.9,Tarjeta de Débito
2023-12-27 21:37:05.464923,Mocaccino,4,12.94,Tarjeta de Débito
2023-11-04 13:19:44.215804,Jugo de Naranja,4,13.44,Tarjeta de Débito
2023-11-01 22:23:32.053617,Espresso,1,11.89,Efectivo
2023-12-23 11:14:18.340516,Croissant,4,2.86,Tarjeta de Crédito
2023-04-30 04:24:43.497064,Chocolate Caliente,2,13.99,Tarjeta de Crédito
2023-02-25 11:10:26.121664,Café Latte,2,12.78,Efectivo
2023-03-20 15:40:43.366992,Brownie,1,12.63,Efectivo
2023-02-25 08:31:46.184314,Chocolate Caliente,3,2.51,Efectivo
2023-08-18 14:41:28.159034,Croissant,2,11.19,Pago Móvil
2023-10-08 08:22:03.632060,Té Negro,2,3.08,Efectivo
2023-01-01 22:36:07.899246,Café Americano,1,8.7,Efectivo
2023-11-19 15:22:06.739119,Café Latte,2,13.95,Efectivo
2023-03-17 20:39:11.427892,Café Latte,4,6.94,Pago Móvil
2023-10-19 22:37:13.176556,Muffin,3,3.46,Tarjeta de Débito
2023-07-19 22:37:09.309248,Espresso,4,4.3,Tarjeta de Crédito
2023-02-08 18:47:05.365712,Chocolate Caliente,3,7.55,Pago Móvil
2023-06-19 10:55:31.858165,Brownie,4,7.06,Tarjeta de Crédito
2023-07-18 21:27:12.546784,Croissant,4,3.17,Pago Móvil
2023-02-12 14:37:12.454295,Sandwich de Jamón y Queso,4,3.29,Tarjeta de Débito
2023-07-28 10:37:00.779634,Croissant,4,4.02,Tarjeta de Crédito
2023-12-08 17:08:49.105476,Espresso,1,11.44,Efectivo
2023-05-10 20:02:41.798830,Mocaccino,4,8.86,Tarjeta de Crédito
2023-04-18 07:27:16.035133,Muffin,3,8.67,Tarjeta de Crédito
2023-07-27 07:04:06.378867,Café Americano,2,14.69,Efectivo
2023-01-19 21:33:43.552415,Brownie,3,6.19,Efectivo
2023-08-21 10:39:19.101676,Café Latte,2,11.45,Tarjeta de Débito
2023-08-05 11:37:17.767700,Espresso,1,5.28,Efectivo
2023-08-07 20:09:00.086114,Té Negro,2,7.57,Efectivo
2023-07-05 17:37:57.713295,Té Verde,4,7.39,Efectivo
2023-05-16 17:41:28.522494,Capuchino,2,13.95,Efectivo
2023-01-21 04:48:38.184040,Brownie,4,3.35,Efectivo
2023-07-08 12:37:59.970790,Café Latte,3,3.08,Tarjeta de Débito
2023-05-05 10:31:00.459876,Brownie,4,3.92,Tarjeta de Débito
2023-09-21 13:36:49.285653,Espresso,1,13.98,Efectivo
2023-02-12 01:00:30.410835,Chocolate Caliente,2,10.26,Tarjeta de Crédito
2023-07-30 02:37:00.264590,Croissant,3,4.2,Tarjeta de Crédito
2023-04-12 21:06:12.993617,Croissant,2,8.24,Efectivo
2023-04-17 19:24:33.965592,Croissant,2,10.98,Pago Móvil
2023-09-16 19:52:14.398193,Galleta,4,12.21,Tarjeta de Crédito
2023-12-01 00:30:09.618602,Croissant,4,6.23,Tarjeta de Crédito
2023-05-10 19:45:27.862031,Café Americano,3,14.4,Efectivo
2023-05-23 16:36:41.774146,Chocolate Caliente,4,10.54,Efectivo
2023-11-15 09:27:36.850175,Muffin,2,11.55,Pago Móvil
2023-11-09 00:46:00.399993,Brownie,2,14.39,Efectivo
2023-08-01 07:10:35.611329,Té Verde,4,4.07,Tarjeta de Crédito
2023-08-03 19:47:20.101568,Croissant,1,10.63,Pago Móvil
2023-05-08 01:49:14.153640,Té Negro,3,10.79,Tarjeta de Débito
2023-04-12 11:51:25.488125,Croissant,4,13.18,Tarjeta de Débito
2023-11-14 15:05:15.599146,Café Latte,3,3.57,Pago Móvil
2023-11-05 13:19:45.162562,Brownie,3,11.06,Efectivo
2023-06-25 23:51:18.147487,Café Americano,3,10.48,Tarjeta de Débito
2023-07-26 22:08:41.393069,Jugo de Naranja,3,7.4,Pago Móvil
2023-02-05 00:33:42.032025,Sandwich de Jamón y Queso,1,13.94,Pago Móvil
2023-03-30 11:38:00.248593,Té Negro,1,11.4,Tarjeta de Crédito
2023-01-14 17:19:20.463663,Té Negro,3,2.91,Pago Móvil
2023-12-16 15:43:02.002132,Brownie,1,5.61,Tarjeta de Crédito
2023-10-11 13:54:56.625886,Croissant,1,7.13,Tarjeta de Crédito
2023-07-18 13:55:19.465991,Galleta,2,8.37,Pago Móvil
2023-02-07 22:01:18.471436,Té Verde,2,13.33,Efectivo
2023-07-03 16:03:44.383639,Capuchino,4,13.08,Tarjeta de Crédito
2023-06-09 06:18:42.874436,Brownie,3,14.7,Efectivo
2023-03-02 12:54:05.993502,Café Latte,4,9.36,Efectivo
2023-09-08 06:09:08.819870,Espresso,1,13.67,Efectivo
2023-03-17 00:27:23.556885,Brownie,3,9.52,Tarjeta de Crédito
2023-11-27 09:54:42.923809,Café Latte,2,7.89,Efectivo
2023-05-20 07:54:13.323014,Café Americano,4,2.97,Pago Móvil
2023-02-07 01:06:53.268900,Sandwich de Jamón y Queso,2,4.85,Tarjeta de Crédito
2023-01-15 09:56:21.494422,Chocolate Caliente,4,8.99,Efectivo
2023-10-23 02:59:17.945647,Mocaccino,3,4.66,Efectivo
2023-08-08 18:38:44.029964,Sandwich de Jamón y Queso,4,7.46,Pago Móvil
2023-09-01 13:02:59.826419,Galleta,4,4.5,Efectivo
2023-05-20 08:18:51.686067,Té Verde,3,13.18,Efectivo
2023-12-27 09:23:57.753003,Té Negro,1,10.88,Efectivo
2023-01-08 18:58:43.940237,Espresso,4,13.07,Tarjeta de Débito
2023-05-28 18:05:31.519926,Café Latte,4,2.53,Tarjeta de Débito
2023-02-27 14:42:07.129167,Café Americano,1,5.43,Efectivo
2023-07-13 11:14:38.357907,Té Verde,4,12.0,Pago Móvil
2023-02-14 10:37:03.923823,Chocolate Caliente,4,5.37,Tarjeta de Crédito
2023-01-10 15:30:04.589409,Galleta,3,13.45,Efectivo
2023-01-30 17:40:15.253211,Croissant,1,5.83,Pago Móvil
2023-10-18 15:32:03.689025,Galleta,2,3.56,Efectivo
2023-04-22 18:16:40.418507,Café Americano,4,7.05,Tarjeta de Débito
2023-05-16 00:40:23.324977,Croissant,4,14.08,Efectivo
2023-02-17 13:20:49.039051,Espresso,2,8.81,Efectivo
2023-09-21 14:29:48.983831,Capuchino,4,4.88,Tarjeta de Débito
2023-12-27 00:28:14.684076,Chocolate Caliente,2,13.21,Tarjeta de Débito
2023-05-05 23:45:53.549720,Croissant,4,6.43,Tarjeta de Débito
2023-02-03 14:09:38.983041,Galleta,4,9.44,Tarjeta de Débito
2023-06-04 13:27:16.843503,Brownie,2,3.34,Tarjeta de Crédito
2023-02-17 23:41:23.946763,Galleta,2,4.66,Pago Móvil
2023-05-14 05:44:46.560066,Té Verde,3,6.92,Tarjeta de Crédito
2023-01-17 00:15:25.798840,Jugo de Naranja,1,8.1,Efectivo
2023-03-20 13:40:55.425847,Brownie,2,8.63,Efectivo
2023-05-23 11:19:55.311511,Sandwich de Jamón y Queso,4,8.07,Pago Móvil
2023-07-25 07:22:42.549709,Capuchino,2,6.38,Tarjeta de Crédito
2023-02-26 20:22:01.497433,Café Latte,2,2.66,Pago Móvil
2023-12-16 19:57:29.484591,Sandwich de Jamón y Queso,4,7.96,Tarjeta de Crédito
2023-11-15 13:59:58.814576,Muffin,4,8.66,Tarjeta de Débito
2023-03-01 10:55:10.101887,Jugo de Naranja,3,8.3,Pago Móvil
2023-03-05 15:10:14.197303,Café Latte,4,4.09,Tarjeta de Crédito
2023-03-18 21:37:38.056067,Té Negro,3,2.52,Pago Móvil
2023-09-16 13:14:36.967218,Chocolate Caliente,3,13.41,Pago Móvil
2023-08-20 03:03:54.534915,Sandwich de Jamón y Queso,4,10.56,Pago Móvil
2023-09-03 13:06:06.360294,Café Latte,1,7.91,Pago Móvil
2023-01-10 01:35:19.787387,Brownie,1,13.25,Pago Móvil
2023-12-30 15:19:20.527711,Chocolate Caliente,2,13.76,Pago Móvil
2023-03-22 11:05:48.335350,Capuchino,1,13.16,Pago Móvil
2023-07-09 21:35:07.887361,Sandwich de Jamón y Queso,1,11.92,Efectivo
2023-11-17 20:40:06.489220,Chocolate Caliente,1,2.87,Efectivo
2023-11-24 16:42:52.853735,Brownie,2,10.79,Efectivo
2023-06-12 15:58:57.564557,Jugo de Naranja,1,5.65,Pago Móvil
2023-07-16 07:49:14.709695,Té Negro,3,6.8,Efectivo
2023-03-20 00:04:41.199869,Té Verde,4,2.75,Tarjeta de Débito
2023-03-20 07:54:46.450078,Croissant,3,6.24,Tarjeta de Crédito
2023-05-28 03:45:33.839933,Sandwich de Jamón y Queso,1,14.86,Tarjeta de Débito
2023-12-20 11:53:28.237293,Té Negro,2,11.91,Tarjeta de Débito
2023-03-30 08:51:06.927918,Café Latte,3,9.15,Tarjeta de Débito
2023-12-28 19:26:41.887918,Mocaccino,2,6.07,Tarjeta de Débito
2023-10-03 21:44:32.118105,Mocaccino,3,14.6,Tarjeta de Crédito
2023-05-13 15:32:57.021080,Café Americano,1,5.45,Tarjeta de Crédito
2023-10-23 05:41:56.801570,Muffin,3,3.59,Pago Móvil
2023-10-12 02:03:55.054044,Café Americano,3,9.06,Tarjeta de Crédito
2023-05-06 01:48:25.630600,Sandwich de Jamón y Queso,1,11.5,Efectivo
2023-10-11 23:43:59.087285,Croissant,2,11.08,Pago Móvil
2023-05-11 14:54:26.608115,Té Negro,4,7.91,Tarjeta de Débito
2023-06-16 14:28:55.825513,Té Verde,4,4.28,Pago Móvil
2023-02-12 17:18:20.111009,Croissant,3,8.71,Tarjeta de Crédito
2023-11-11 22:31:31.400524,Croissant,4,6.98,Efectivo
2023-04-15 08:51:43.119685,Croissant,3,14.39,Pago Móvil
2023-04-05 00:57:27.172982,Té Negro,1,3.01,Tarjeta de Débito
2023-11-15 03:18:06.120663,Croissant,4,12.47,Tarjeta de Crédito
2023-06-18 23:35:09.089577,Brownie,1,6.82,Pago Móvil
2023-11-28 20:27:45.062832,Café Latte,4,5.73,Pago Móvil
2023-03-08 03:10:29.399205,Galleta,1,8.91,Tarjeta de Crédito
2023-01-02 10:23:20.125954,Café Americano,3,8.81,Tarjeta de Débito
2023-06-25 06:51:47.661969,Té Verde,4,11.31,Pago Móvil
2023-03-27 23:55:32.710501,Capuchino,1,5.06,Efectivo
2023-11-17 15:13:15.212577,Espresso,3,14.64,Efectivo
2023-03-17 12:50:59.776449,Café Latte,2,4.11,Efectivo
2023-11-11 03:16:43.417411,Espresso,2,4.63,Efectivo
2023-12-26 15:30:04.091372,Croissant,3,13.48,Pago Móvil
2023-02-12 14:57:22.725700,Espresso,4,5.97,Tarjeta de Débito
2023-06-26 13:47:28.330574,Brownie,1,14.09,Tarjeta de Crédito
2023-11-07 00:25:43.913323,Jugo de Naranja,3,10.48,Tarjeta de Débito
2023-08-04 00:11:50.324362,Capuchino,2,9.68,Tarjeta de Crédito
2023-12-19 16:05:49.398480,Brownie,2,12.91,Pago Móvil
2023-05-14 22:21:38.553489,Café Latte,2,11.72,Tarjeta de Débito
2023-03-14 09:31:59.449868,Mocaccino,2,8.32,Pago Móvil
2023-06-20 17:33:22.905215,Capuchino,2,13.44,Tarjeta de Crédito
2023-07-20 21:06:43.027768,Mocaccino,3,4.3,Efectivo
2023-11-04 08:32:53.048326,Jugo de Naranja,2,14.42,Efectivo
2023-12-04 02:40:36.515349,Café Latte,4,10.92,Tarjeta de Crédito
2023-02-11 09:32:52.124840,Café Americano,2,7.1,Tarjeta de Débito
2023-11-03 01:30:33.030889,Té Negro,1,11.05,Tarjeta de Crédito
2023-10-28 07:09:32.685405,Café Latte,4,12.3,Pago Móvil
2023-08-30 12:49:26.225427,Chocolate Caliente,3,14.38,Efectivo
2023-06-16 05:19:09.191527,Galleta,2,3.13,Tarjeta de Crédito
2023-06-15 21:11:59.274306,Sandwich de Jamón y Queso,3,9.76,Tarjeta de Débito
2023-05-18 10:08:29.512418,Chocolate Caliente,3,3.58,Efectivo
2023-01-28 02:04:09.361386,Café Americano,4,8.02,Tarjeta de Crédito
2023-03-04 15:49:05.762930,Chocolate Caliente,3,6.81,Tarjeta de Débito
2023-06-20 12:40:22.246602,Muffin,4,10.62,Tarjeta de Débito
2023-11-20 02:21:26.402179,Café Latte,4,4.79,Tarjeta de Débito
2023-04-03 21:37:57.901803,Capuchino,2,8.52,Tarjeta de Débito
2023-04-15 16:21:47.949987,Jugo de Naranja,3,7.78,Tarjeta de Crédito
2023-03-23 15:17:56.847085,Capuchino,2,7.57,Tarjeta de Débito
2023-05-27 13:08:22.753766,Té Verde,1,12.85,Efectivo
2023-10-26 15:17:55.820879,Capuchino,1,6.6,Efectivo
2023-11-07 11:54:14.298432,Croissant,1,13.39,Pago Móvil
2023-06-27 19:09:29.190437,Galleta,3,7.74,Tarjeta de Débito
2023-06-09 22:54:09.786416,Brownie,2,11.74,Tarjeta de Crédito
2023-05-20 11:47:53.534721,Café Latte,4,8.53,Efectivo
2023-10-07 23:14:20.585114,Té Verde,2,6.85,Tarjeta de Débito
2023-10-17 12:06:51.232782,Muffin,4,7.29,Tarjeta de Crédito
2023-10-21 01:25:11.251575,Mocaccino,4,3.0,Tarjeta de Crédito
2023-05-17 15:05:13.905422,Capuchino,2,6.65,Tarjeta de Débito
2023-02-17 06:44:15.384256,Brownie,4,4.42,Efectivo
2023-05-11 04:25:30.452957,Sandwich de Jamón y Queso,2,5.28,Tarjeta de Crédito
2023-01-01 14:23:17.754322,Jugo de Naranja,1,12.75,Pago Móvil
2023-03-27 16:39:11.021397,Capuchino,1,14.98,Efectivo
2023-03-30 15:35:51.332050,Café Latte,3,5.71,Tarjeta de Crédito
2023-06-13 19:42:41.592355,Galleta,3,2.52,Tarjeta de Débito
2023-10-30 05:03:54.242265,Sandwich de Jamón y Queso,2,12.29,Tarjeta de Crédito
2023-08-08 04:03:02.978647,Muffin,1,5.36,Tarjeta de Crédito
2023-05-28 01:12:50.230613,Chocolate Caliente,1,14.73,Tarjeta de Débito
2023-03-29 06:42:23.830752,Sandwich de Jamón y Queso,2,4.29,Pago Móvil
2023-08-28 22:30:44.820532,Café Latte,4,11.92,Pago Móvil
2023-02-17 04:22:44.823976,Sandwich de Jamón y Queso,4,7.41,Tarjeta de Débito
2023-06-18 05:20:38.854716,Sandwich de Jamón y Queso,4,14.09,Pago Móvil
2023-07-17 18:07:38.555335,Té Negro,4,4.95,Tarjeta de Débito
2023-02-14 02:48:52.316941,Capuchino,3,4.3,Pago Móvil
2023-01-29 11:14:46.296623,Croissant,3,9.94,Tarjeta de Crédito
2023-05-19 01:05:53.054823,Sandwich de Jamón y Queso,2,14.95,Efectivo
2023-04-07 08:41:48.757602,Brownie,4,2.74,Tarjeta de Débito
2023-07-05 04:21:10.606944,Sandwich de Jamón y Queso,3,3.7,Pago Móvil
2023-05-08 06:05:53.986958,Café Latte,2,14.76,Pago Móvil
2023-05-27 12:49:59.383359,Brownie,4,7.85,Tarjeta de Débito
2023-03-06 13:15:33.747110,Muffin,2,8.5,Tarjeta de Débito
2023-08-19 08:04:37.241191,Café Latte,1,3.98,Efectivo
2023-07-09 07:06:16.986053,Jugo de Naranja,4,7.67,Tarjeta de Crédito
2023-06-12 12:53:06.677435,Sandwich de Jamón y Queso,3,12.5,Tarjeta de Crédito
2023-08-06 18:05:27.658797,Espresso,3,8.92,Tarjeta de Débito
2023-08-03 01:37:41.951859,Café Americano,3,6.12,Tarjeta de Débito
2023-12-14 07:46:15.276716,Sandwich de Jamón y Queso,2,4.11,Efectivo
2023-08-15 17:46:46.652398,Jugo de Naranja,1,9.5,Efectivo
2023-05-25 15:32:25.425533,Galleta,1,14.33,Tarjeta de Débito
2023-10-05 17:18:50.046181,Té Verde,3,11.68,Efectivo
2023-11-20 03:35:29.828884,Croissant,4,4.77,Tarjeta de Crédito
2023-07-07 18:12:36.335844,Sandwich de Jamón y Queso,3,7.29,Tarjeta de Débito
2023-06-04 08:37:25.271148,Sandwich de Jamón y Queso,3,8.63,Tarjeta de Crédito
2023-09-17 04:00:08.762545,Sandwich de Jamón y Queso,2,3.48,Tarjeta de Crédito
2023-10-23 00:25:42.572091,Café Latte,1,4.19,Tarjeta de Débito
2023-12-15 04:37:04.039559,Chocolate Caliente,3,10.19,Pago Móvil
2023-09-01 07:44:21.068537,Capuchino,2,7.72,Efectivo
2023-05-06 08:48:37.397048,Brownie,2,6.4,Pago Móvil
2023-04-01 22:45:38.006134,Muffin,3,9.23,Efectivo
2023-12-13 04:43:34.356111,Café Latte,2,2.81,Tarjeta de Débito
2023-02-24 21:31:22.517432,Té Negro,4,3.72,Tarjeta de Débito
2023-06-06 09:39:06.651506,Café Americano,1,13.15,Pago Móvil
2023-09-06 09:56:22.850253,Café Latte,1,8.55,Pago Móvil
2023-01-28 17:01:35.267456,Jugo de Naranja,4,8.62,Tarjeta de Crédito
2023-12-16 12:12:30.119880,Té Verde,1,3.44,Efectivo
2023-11-09 00:03:11.590236,Té Verde,3,9.77,Tarjeta de Débito
2023-03-24 06:28:59.434106,Croissant,4,14.74,Efectivo
2023-02-21 05:45:58.265111,Mocaccino,4,3.39,Tarjeta de Débito
2023-12-05 02:42:34.259957,Muffin,3,2.9,Efectivo
2023-01-13 00:58:14.020183,Croissant,2,6.5,Tarjeta de Débito
2023-07-20 20:03:39.628506,Espresso,2,2.54,Tarjeta de Débito
2023-08-04 13:51:15.465706,Croissant,4,14.28,Tarjeta de Débito
2023-09-28 15:37:41.175088,Té Verde,3,6.5,Efectivo
2023-04-02 18:12:21.104910,Capuchino,1,14.68,Tarjeta de Crédito
2023-02-27 17:34:31.550217,Café Americano,1,4.64,Pago Móvil
2023-01-26 06:08:45.311815,Té Negro,2,5.86,Efectivo
2023-11-15 21:46:30.742759,Chocolate Caliente,4,12.2,Pago Móvil
2023-04-19 01:55:09.383234,Croissant,4,6.14,Pago Móvil
2023-01-22 12:18:13.589156,Capuchino,4,6.67,Tarjeta de Débito
2023-03-01 02:04:18.429832,Jugo de Naranja,4,2.75,Tarjeta de Crédito
2023-05-23 12:56:26.599212,Espresso,2,11.13,Tarjeta de Crédito
2023-06-03 01:13:46.580685,Croissant,2,14.71,Efectivo
2023-07-02 22:11:23.041654,Chocolate Caliente,2,3.85,Tarjeta de Débito
2023-09-14 05:47:36.466538,Mocaccino,3,10.57,Efectivo
2023-07-13 18:14:36.420489,Café Americano,3,13.62,Tarjeta de Crédito
2023-05-12 06:13:56.945338,Mocaccino,3,13.3,Efectivo
2023-02-13 14:20:36.497885,Capuchino,1,5.39,Tarjeta de Crédito
2023-07-02 17:02:47.285177,Galleta,3,7.77,Tarjeta de Crédito
2023-06-04 11:33:03.786537,Croissant,1,12.36,Tarjeta de Débito
2023-09-03 08:13:03.703427,Café Americano,1,2.68,Pago Móvil
2023-11-13 16:07:48.762212,Mocaccino,3,14.38,Tarjeta de Débito
2023-01-26 02:22:05.641186,Jugo de Naranja,2,14.75,Efectivo
2023-02-19 21:56:34.344731,Café Latte,3,3.77,Tarjeta de Crédito
2023-03-23 17:12:33.865522,Té Verde,2,5.52,Pago Móvil
2023-11-23 10:50:11.499070,Capuchino,1,6.29,Efectivo
2023-07-12 12:40:42.655233,Sandwich de Jamón y Queso,1,14.14,Tarjeta de Crédito
2023-05-13 02:21:19.239993,Té Verde,3,12.85,Tarjeta de Débito
2023-10-12 17:13:06.390837,Té Verde,1,7.9,Efectivo
2023-06-27 21:46:06.912654,Café Latte,1,12.93,Pago Móvil
2023-12-05 07:41:47.835271,Brownie,3,13.11,Tarjeta de Crédito
2023-03-01 22:55:34.518520,Croissant,3,4.83,Tarjeta de Débito
2023-08-31 06:59:55.967451,Croissant,2,10.52,Pago Móvil
2023-02-26 08:09:04.415148,Muffin,4,7.54,Efectivo
2023-03-02 06:55:45.063304,Capuchino,4,7.09,Tarjeta de Crédito
2023-05-21 23:29:27.888230,Capuchino,4,5.54,Tarjeta de Débito
2023-09-10 01:54:31.326818,Galleta,4,3.05,Efectivo
2023-03-15 10:33:46.764866,Galleta,3,14.37,Tarjeta de Crédito
2023-10-20 05:43:05.711227,Sandwich de Jamón y Queso,3,6.89,Pago Móvil
2023-10-06 03:58:07.334311,Espresso,2,14.33,Tarjeta de Crédito
2023-08-22 14:38:07.180600,Té Negro,3,13.72,Tarjeta de Débito
2023-03-29 11:55:08.158297,Brownie,3,4.31,Pago Móvil
2023-01-25 13:15:04.191709,Té Verde,2,13.3,Pago Móvil
2023-04-16 13:23:38.802776,Galleta,2,14.77,Tarjeta de Crédito
2023-04-13 02:13:52.055791,Té Verde,2,14.5,Tarjeta de Débito
2023-05-04 00:48:45.615018,Galleta,2,4.81,Pago Móvil
2023-11-21 21:35:56.188788,Sandwich de Jamón y Queso,1,14.5,Tarjeta de Débito
2023-09-24 11:54:19.236498,Croissant,3,13.5,Pago Móvil
2023-12-16 02:51:49.004225,Espresso,2,5.96,Tarjeta de Crédito
2023-08-27 18:16:55.788603,Chocolate Caliente,2,7.91,Efectivo
2023-07-08 14:22:21.009184,Chocolate Caliente,4,10.24,Tarjeta de Crédito
2023-07-24 14:33:08.311710,Croissant,3,11.34,Tarjeta de Débito
2023-08-05 02:42:11.904677,Mocaccino,2,13.57,Tarjeta de Débito
2023-04-28 06:21:15.932021,Espresso,3,4.7,Efectivo
2023-09-09 12:29:45.423330,Café Americano,3,10.04,Pago Móvil
2023-08-14 16:46:28.057646,Sandwich de Jamón y Queso,1,6.1,Efectivo
2023-07-20 17:30:32.096770,Jugo de Naranja,1,4.07,Efectivo
2023-06-10 03:56:18.168503,Café Americano,1,12.05,Tarjeta de Débito
2023-08-04 11:31:50.646485,Muffin,3,7.18,Tarjeta de Crédito
2023-05-10 09:16:06.238182,Chocolate Caliente,4,6.57,Efectivo
2023-12-09 18:15:32.875698,Chocolate Caliente,3,10.43,Pago Móvil
2023-02-08 04:04:55.852874,Chocolate Caliente,4,3.21,Pago Móvil
2023-09-30 10:26:02.579139,Café Americano,1,10.52,Efectivo
2023-12-03 07:52:20.692914,Mocaccino,2,6.39,Tarjeta de Crédito
2023-02-05 07:05:18.560077,Café Americano,1,3.87,Tarjeta de Débito
2023-05-04 05:12:23.087865,Té Verde,2,4.49,Pago Móvil
2023-04-20 12:01:41.967700,Café Americano,2,12.8,Tarjeta de Débito
2023-11-25 23:36:15.227320,Sandwich de Jamón y Queso,3,9.03,Tarjeta de Crédito
2023-11-19 13:05:50.877693,Capuchino,3,6.02,Pago Móvil
2023-12-23 17:36:49.505640,Jugo de Naranja,4,13.83,Efectivo
2023-07-03 17:41:01.845838,Capuchino,2,2.97,Tarjeta de Crédito
2023-08-25 02:40:58.316791,Espresso,2,11.97,Tarjeta de Débito
2023-04-17 11:04:21.159712,Croissant,2,9.79,Tarjeta de Débito
2023-12-17 20:51:21.889870,Chocolate Caliente,4,12.74,Pago Móvil
2023-06-01 01:49:18.037714,Café Latte,3,5.07,Tarjeta de Crédito
2023-05-29 06:47:11.701259,Café Latte,1,3.18,Tarjeta de Débito
2023-11-28 07:27:08.967228,Jugo de Naranja,1,5.17,Pago Móvil
2023-12-08 16:33:52.820190,Galleta,4,4.85,Tarjeta de Crédito
2023-02-14 13:09:57.282718,Brownie,3,11.8,Efectivo
2023-07-03 16:55:40.769365,Chocolate Caliente,3,2.93,Pago Móvil
2023-12-21 19:16:34.613863,Capuchino,2,7.6,Efectivo
2023-05-27 10:22:45.144572,Capuchino,1,3.66,Efectivo
2023-08-26 01:29:23.300093,Café Latte,2,14.26,Efectivo
2023-12-23 02:46:15.764882,Capuchino,3,5.6,Tarjeta de Débito
2023-11-06 23:24:59.445100,Té Negro,1,6.75,Efectivo
2023-04-15 04:56:05.660508,Espresso,3,4.23,Tarjeta de Débito
2023-12-11 12:42:45.664272,Galleta,4,9.29,Pago Móvil
2023-10-28 15:05:00.565852,Brownie,2,7.69,Efectivo
2023-12-01 03:19:46.074269,Jugo de Naranja,1,3.06,Tarjeta de Crédito
2023-10-21 23:10:57.871700,Mocaccino,2,6.09,Efectivo
2023-04-19 20:45:48.939643,Té Negro,3,3.02,Tarjeta de Débito
2023-06-24 21:56:02.919564,Espresso,3,3.39,Efectivo
2023-12-29 17:54:17.942706,Jugo de Naranja,2,14.81,Tarjeta de Crédito
2023-11-23 21:51:27.426031,Brownie,1,10.79,Pago Móvil
2023-08-28 09:26:15.747526,Brownie,2,3.96,Tarjeta de Débito
2023-03-08 00:56:10.215502,Muffin,3,13.29,Tarjeta de Crédito
2023-08-30 18:22:23.173680,Espresso,2,3.19,Tarjeta de Crédito
2023-07-13 23:43:56.508991,Croissant,3,12.09,Efectivo
2023-06-30 18:16:11.336970,Brownie,2,4.61,Tarjeta de Débito
2023-09-15 21:28:57.886237,Sandwich de Jamón y Queso,2,10.89,Pago Móvil
2023-02-20 21:38:00.470851,Sandwich de Jamón y Queso,1,2.95,Efectivo
2023-02-08 04:15:08.059283,Mocaccino,2,7.52,Tarjeta de Débito
2023-09-13 23:24:15.427714,Café Latte,4,7.21,Efectivo
2023-07-07 11:09:56.908379,Sandwich de Jamón y Queso,4,2.83,Pago Móvil
2023-03-13 05:39:41.682011,Café Americano,3,14.29,Pago Móvil
2023-08-05 04:44:44.311026,Sandwich de Jamón y Queso,3,4.71,Efectivo
2023-11-23 23:34:40.416215,Café Latte,1,3.53,Efectivo
2023-03-29 09:36:12.243902,Espresso,3,13.93,Tarjeta de Crédito
2023-12-15 02:10:34.571046,Té Verde,4,9.29,Pago Móvil
2023-03-23 18:05:16.142638,Muffin,4,4.01,Tarjeta de Crédito
2023-07-17 23:23:03.940892,Té Negro,1,14.43,Tarjeta de Crédito
2023-06-03 14:10:39.420258,Croissant,4,6.65,Tarjeta de Crédito
2023-11-08 07:16:45.451964,Sandwich de Jamón y Queso,4,8.88,Tarjeta de Crédito
2023-10-21 01:34:46.299658,Brownie,2,7.14,Tarjeta de Crédito
2023-07-14 10:48:44.636782,Espresso,1,14.86,Pago Móvil
